Gen,Frame,name,area pred,area gt,mean exg pred,mean exg gt,mean exr pred,mean exr gt,mean exgr pred,mean exgr gt
38,3,video0038_frame0003_R128x128.png,4058,4058,27.10064697,27.10064697,17.11877441,17.11877441,9.981872559,9.981872559
38,4,video0038_frame0004_R128x128.png,3529,3529,25.30957031,25.30957031,15.60552979,15.60552979,9.704040527,9.704040527
38,5,video0038_frame0005_R128x128.png,2337,2337,16.43939209,16.43939209,14.42913818,14.42913818,2.010253906,2.010253906
38,6,video0038_frame0006_R128x128.png,3460,3460,19.65844727,19.65844727,16.70800781,16.70800781,2.950439453,2.950439453
38,7,video0038_frame0007_R128x128.png,3271,3076,19.66143799,17.68225098,15.21136475,16.50921631,4.450073242,1.173034668
38,8,video0038_frame0008_R128x128.png,3090,3030,15.60894775,12.85919189,13.8782959,19.04150391,1.730651855,-6.182312012
38,9,video0038_frame0009_R128x128.png,4133,4194,22.45678711,26.89093018,13.47918701,14.15246582,8.977600098,12.73846436
38,10,video0038_frame0010_R128x128.png,4202,4247,22.5760498,28.74981689,13.87457275,15.23022461,8.701477051,13.51959229
38,11,video0038_frame0011_R128x128.png,2748,2560,13.04882813,16.59655762,14.53808594,17.13684082,-1.489257813,-0.540283203
38,12,video0038_frame0012_R128x128.png,5652,5935,30.5569458,36.93969727,13.74475098,12.06005859,16.81219482,24.87963867
39,1,video0039_frame0001_R128x128.png,3266,3266,19.34857178,19.34857178,16.51324463,16.51324463,2.835327148,2.835327148
39,2,video0039_frame0002_R128x128.png,3122,3122,19.88806152,19.88806152,16.87567139,16.87567139,3.012390137,3.012390137
39,3,video0039_frame0003_R128x128.png,4036,4036,25.8449707,25.8449707,15.49725342,15.49725342,10.34771729,10.34771729
39,4,video0039_frame0004_R128x128.png,3384,3384,22.44586182,22.44586182,15.30688477,15.30688477,7.138977051,7.138977051
39,5,video0039_frame0005_R128x128.png,5304,5304,37.45306396,37.45306396,13.16027832,13.16027832,24.29278564,24.29278564
39,6,video0039_frame0006_R128x128.png,4442,4442,31.49768066,31.49768066,16.28509521,16.28509521,15.21258545,15.21258545
39,7,video0039_frame0007_R128x128.png,3897,3915,24.21209717,30.08746338,15.44586182,15.06237793,8.766235352,15.02508545
39,8,video0039_frame0008_R128x128.png,2422,2658,14.11749268,18.16851807,14.16693115,17.90002441,-0.049438477,0.268493652
39,9,video0039_frame0009_R128x128.png,3087,3599,16.91168213,19.92376709,13.90515137,16.4699707,3.006530762,3.453796387
39,10,video0039_frame0010_R128x128.png,3330,3221,18.01959229,17.95489502,16.74737549,16.3515625,1.272216797,1.60333252
39,11,video0039_frame0011_R128x128.png,3185,3195,18.11450195,13.41650391,16.64141846,18.24005127,1.473083496,-4.823547363
39,12,video0039_frame0012_R128x128.png,4154,4312,21.51464844,26.8013916,15.15222168,15.21643066,6.362426758,11.58496094
40,1,video0040_frame0001_R128x128.png,4449,4449,29.44818115,29.44818115,14.10131836,14.10131836,15.34686279,15.34686279
40,2,video0040_frame0002_R128x128.png,2721,2721,17.659729,17.659729,13.45178223,13.45178223,4.207946777,4.207946777
40,3,video0040_frame0003_R128x128.png,6255,6255,37.37963867,37.37963867,11.20275879,11.20275879,26.17687988,26.17687988
40,4,video0040_frame0004_R128x128.png,3441,3441,21.23480225,21.23480225,12.4732666,12.4732666,8.761535645,8.761535645
40,5,video0040_frame0005_R128x128.png,3224,3224,22.06323242,22.06323242,12.63250732,12.63250732,9.430725098,9.430725098
40,6,video0040_frame0006_R128x128.png,4154,4154,25.81707764,25.81707764,14.43054199,14.43054199,11.38653564,11.38653564
40,7,video0040_frame0007_R128x128.png,3543,3543,18.13128662,22.48376465,17.27563477,15.06506348,0.855651855,7.418701172
40,8,video0040_frame0008_R128x128.png,5235,5538,28.75048828,39.50952148,12.203125,10.68115234,16.54736328,28.82836914
40,9,video0040_frame0009_R128x128.png,4146,4610,28.34008789,32.527771,13.25402832,15.89447021,15.08605957,16.63330078
40,10,video0040_frame0010_R128x128.png,3949,4053,23.91644287,29.78112793,12.82293701,14.8381958,11.09350586,14.94293213
40,11,video0040_frame0011_R128x128.png,2654,2829,14.09362793,18.95959473,15.67437744,17.42974854,-1.580749512,1.529846191
40,12,video0040_frame0012_R128x128.png,3155,3674,14.47137451,18.7043457,15.18933105,16.72821045,-0.717956543,1.976135254
41,1,video0041_frame0001_R128x128.png,3303,3303,17.62786865,17.62786865,16.7052002,16.7052002,0.922668457,0.922668457
41,2,video0041_frame0002_R128x128.png,3259,3259,13.14764404,13.14764404,15.3583374,15.3583374,-2.210693359,-2.210693359
41,3,video0041_frame0003_R128x128.png,4413,4413,27.22106934,27.22106934,12.46307373,12.46307373,14.75799561,14.75799561
41,4,video0041_frame0004_R128x128.png,4428,4428,28.5725708,28.5725708,12.76538086,12.76538086,15.80718994,15.80718994
41,5,video0041_frame0005_R128x128.png,2838,2838,17.11206055,17.11206055,13.59869385,13.59869385,3.513366699,3.513366699
41,6,video0041_frame0006_R128x128.png,6252,6252,33.90014648,33.90014648,13.48022461,13.48022461,20.41992188,20.41992188
41,7,video0041_frame0007_R128x128.png,3592,3538,18.98626709,20.36877441,15.61383057,12.449646,3.372436523,7.919128418
41,8,video0041_frame0008_R128x128.png,3435,3274,17.13500977,21.42669678,14.89941406,12.32971191,2.235595703,9.096984863
41,9,video0041_frame0009_R128x128.png,4203,4266,23.33752441,26.0848999,14.45056152,12.9128418,8.886962891,13.17205811
41,10,video0041_frame0010_R128x128.png,3777,3606,19.94274902,23.19073486,15.71954346,12.78399658,4.223205566,10.40673828
41,11,video0041_frame0011_R128x128.png,5537,5531,32.08428955,35.43255615,13.87316895,13.4574585,18.21112061,21.97509766
41,12,video0041_frame0012_R128x128.png,3977,4673,23.7880249,29.75036621,13.69769287,16.1652832,10.09033203,13.58508301
42,1,video0042_frame0001_R128x128.png,4048,4048,28.41583252,28.41583252,14.92077637,14.92077637,13.49505615,13.49505615
42,2,video0042_frame0002_R128x128.png,2902,2902,18.51013184,18.51013184,17.45489502,17.45489502,1.055236816,1.055236816
42,3,video0042_frame0003_R128x128.png,3895,3895,20.97583008,20.97583008,16.34295654,16.34295654,4.632873535,4.632873535
42,4,video0042_frame0004_R128x128.png,3450,3450,19.83850098,19.83850098,16.05566406,16.05566406,3.782836914,3.782836914
42,5,video0042_frame0005_R128x128.png,3397,3397,14.69696045,14.69696045,18.52703857,18.52703857,-3.830078125,-3.830078125
42,6,video0042_frame0006_R128x128.png,4672,4672,29.16564941,29.16564941,13.29644775,13.29644775,15.86920166,15.86920166
42,7,video0042_frame0007_R128x128.png,4364,4595,24.74584961,29.69293213,13.42895508,14.90515137,11.31689453,14.78778076
42,8,video0042_frame0008_R128x128.png,3163,2981,17.09490967,19.79199219,14.31958008,13.01287842,2.77532959,6.77911377
42,9,video0042_frame0009_R128x128.png,6134,6517,36.64276123,39.53460693,12.35003662,10.90771484,24.29272461,28.62689209
42,10,video0042_frame0010_R128x128.png,3540,3674,19.8013916,22.33624268,13.0960083,13.60150146,6.705383301,8.734741211
42,11,video0042_frame0011_R128x128.png,3384,3450,18.24169922,21.70959473,15.26092529,16.11663818,2.980773926,5.592956543
42,12,video0042_frame0012_R128x128.png,3925,4423,21.73345947,29.7322998,14.73583984,11.80718994,6.997619629,17.92510986
43,1,video0043_frame0001_R128x128.png,3786,3786,24.73022461,24.73022461,14.91717529,14.91717529,9.813049316,9.813049316
43,2,video0043_frame0002_R128x128.png,5776,5776,38.28222656,38.28222656,12.83258057,12.83258057,25.449646,25.449646
43,3,video0043_frame0003_R128x128.png,4865,4865,34.05096436,34.05096436,15.91638184,15.91638184,18.13458252,18.13458252
43,4,video0043_frame0004_R128x128.png,4235,4235,31.42474365,31.42474365,14.61749268,14.61749268,16.80725098,16.80725098
43,5,video0043_frame0005_R128x128.png,2992,2992,21.50219727,21.50219727,13.76153564,13.76153564,7.740661621,7.740661621
43,6,video0043_frame0006_R128x128.png,4559,4559,25.85076904,25.85076904,15.42913818,15.42913818,10.42163086,10.42163086
43,7,video0043_frame0007_R128x128.png,4053,4051,24.67498779,24.41156006,13.63378906,15.48651123,11.04119873,8.925048828
43,8,video0043_frame0008_R128x128.png,3602,3841,18.38598633,17.90551758,14.91241455,17.56304932,3.473571777,0.342468262
43,9,video0043_frame0009_R128x128.png,5032,5402,28.41625977,33.83135986,12.9196167,14.14373779,15.49664307,19.68762207
43,10,video0043_frame0010_R128x128.png,5070,5390,28.97253418,35.37597656,13.52783203,13.85345459,15.44470215,21.52252197
43,11,video0043_frame0011_R128x128.png,3634,3698,17.90356445,23.43835449,16.87072754,15.37878418,1.032836914,8.059570313
43,12,video0043_frame0012_R128x128.png,6403,7163,36.65155029,39.95080566,13.47637939,13.66485596,23.1751709,26.28594971
44,1,video0044_frame0001_R128x128.png,4191,4191,27.08813477,27.08813477,12.21472168,12.21472168,14.87341309,14.87341309
44,2,video0044_frame0002_R128x128.png,3907,3907,24.91583252,24.91583252,15.66821289,15.66821289,9.247619629,9.247619629
44,3,video0044_frame0003_R128x128.png,5424,5424,35.13848877,35.13848877,13.37884521,13.37884521,21.75964355,21.75964355
44,4,video0044_frame0004_R128x128.png,4423,4423,29.55505371,29.55505371,13.72540283,13.72540283,15.82965088,15.82965088
44,5,video0044_frame0005_R128x128.png,6491,6491,42.9520874,42.9520874,12.05969238,12.05969238,30.89239502,30.89239502
44,6,video0044_frame0006_R128x128.png,2540,2540,16.26385498,16.26385498,14.15100098,14.15100098,2.112854004,2.112854004
44,7,video0044_frame0007_R128x128.png,5129,5527,34.58691406,38.71551514,14.44262695,15.09576416,20.14428711,23.61975098
44,8,video0044_frame0008_R128x128.png,4541,4770,28.43231201,36.17437744,14.45831299,13.80053711,13.97399902,22.37384033
44,9,video0044_frame0009_R128x128.png,3234,3498,18.85223389,24.6920166,16.02972412,16.1963501,2.822509766,8.495666504
44,10,video0044_frame0010_R128x128.png,4233,4928,24.72717285,28.40313721,13.12335205,15.01611328,11.6038208,13.38702393
44,11,video0044_frame0011_R128x128.png,4607,4734,26.16247559,29.18151855,12.51190186,14.52978516,13.65057373,14.6517334
44,12,video0044_frame0012_R128x128.png,3924,4292,22.52160645,21.70928955,17.24694824,16.99462891,5.274658203,4.714660645
45,1,video0045_frame0001_R128x128.png,6150,6150,41.5479126,41.5479126,11.43115234,11.43115234,30.11676025,30.11676025
45,2,video0045_frame0002_R128x128.png,4221,4221,26.91595459,26.91595459,14.68084717,14.68084717,12.23510742,12.23510742
45,3,video0045_frame0003_R128x128.png,8117,8117,48.73571777,48.73571777,10.25494385,10.25494385,38.48077393,38.48077393
45,4,video0045_frame0004_R128x128.png,4851,4851,30.44909668,30.44909668,13.33123779,13.33123779,17.11785889,17.11785889
45,5,video0045_frame0005_R128x128.png,4424,4424,26.67645264,26.67645264,14.53387451,14.53387451,12.14257813,12.14257813
45,6,video0045_frame0006_R128x128.png,5917,5917,39.32220459,39.32220459,12.88671875,12.88671875,26.43548584,26.43548584
45,7,video0045_frame0007_R128x128.png,4906,4856,27.61853027,32.7824707,16.37756348,13.89215088,11.2409668,18.89031982
45,8,video0045_frame0008_R128x128.png,3175,3014,16.59161377,18.82861328,15.28198242,17.92126465,1.309631348,0.907348633
45,9,video0045_frame0009_R128x128.png,5383,5889,37.08007813,42.30682373,12.86303711,14.6237793,24.21704102,27.68304443
45,10,video0045_frame0010_R128x128.png,5202,5322,33.75140381,41.41546631,12.09783936,13.33825684,21.65356445,28.07720947
45,11,video0045_frame0011_R128x128.png,3822,4074,23.74908447,29.19403076,14.87231445,15.66973877,8.87677002,13.52429199
45,12,video0045_frame0012_R128x128.png,4607,5321,24.48846436,31.87115479,13.5925293,14.44543457,10.89593506,17.42572021
46,1,video0046_frame0001_R128x128.png,5440,5440,33.41876221,33.41876221,13.59777832,13.59777832,19.82098389,19.82098389
46,2,video0046_frame0002_R128x128.png,4829,4829,25.08319092,25.08319092,15.99151611,15.99151611,9.091674805,9.091674805
46,3,video0046_frame0003_R128x128.png,7006,7006,45.94128418,45.94128418,12.17419434,12.17419434,33.76708984,33.76708984
46,4,video0046_frame0004_R128x128.png,4827,4827,31.86206055,31.86206055,13.99163818,13.99163818,17.87042236,17.87042236
46,5,video0046_frame0005_R128x128.png,8941,8941,52.85266113,52.85266113,10.01568604,10.01568604,42.8369751,42.8369751
46,6,video0046_frame0006_R128x128.png,5468,5468,35.02758789,35.02758789,13.64202881,13.64202881,21.38555908,21.38555908
46,7,video0046_frame0007_R128x128.png,4969,4894,27.33587646,30.4074707,13.76635742,12.02789307,13.56951904,18.37957764
46,8,video0046_frame0008_R128x128.png,6306,6583,36.59405518,44.17358398,11.79992676,12.01025391,24.79412842,32.16333008
46,9,video0046_frame0009_R128x128.png,5690,5333,34.04400635,36.1081543,13.11779785,13.1416626,20.9262085,22.9664917
46,10,video0046_frame0010_R128x128.png,3660,3531,20.35107422,24.2076416,12.75537109,14.48394775,7.595703125,9.723693848
46,11,video0046_frame0011_R128x128.png,6181,6504,43.12731934,48.14855957,12.29815674,13.62133789,30.8291626,34.52722168
46,12,video0046_frame0012_R128x128.png,5393,5958,31.94567871,45.65185547,11.52081299,12.5098877,20.42486572,33.14196777
47,1,video0047_frame0001_R128x128.png,4695,4695,35.26513672,35.26513672,15.07293701,15.07293701,20.19219971,20.19219971
47,2,video0047_frame0002_R128x128.png,6407,6407,38.81842041,38.81842041,12.81542969,12.81542969,26.00299072,26.00299072
47,3,video0047_frame0003_R128x128.png,6268,6268,40.1897583,40.1897583,12.87329102,12.87329102,27.31646729,27.31646729
47,4,video0047_frame0004_R128x128.png,8162,8162,53.480896,53.480896,10.67462158,10.67462158,42.80627441,42.80627441
47,5,video0047_frame0005_R128x128.png,9655,9655,59.37359619,59.37359619,8.411621094,8.411621094,50.9619751,50.9619751
47,6,video0047_frame0006_R128x128.png,6155,6155,39.94824219,39.94824219,12.49224854,12.49224854,27.45599365,27.45599365
47,7,video0047_frame0007_R128x128.png,5510,5695,31.65252686,35.8616333,11.94525146,13.5838623,19.70727539,22.277771
47,8,video0047_frame0008_R128x128.png,6966,7460,43.94104004,49.86358643,11.11169434,11.01495361,32.8293457,38.84863281
47,9,video0047_frame0009_R128x128.png,6235,6056,38.06842041,41.9654541,12.6383667,12.246521,25.43005371,29.71893311
47,10,video0047_frame0010_R128x128.png,4204,4160,25.80914307,30.28735352,12.87841797,12.80487061,12.9307251,17.48248291
47,11,video0047_frame0011_R128x128.png,6505,7179,47.19470215,53.48651123,10.14929199,12.70983887,37.04541016,40.77667236
47,12,video0047_frame0012_R128x128.png,5912,7119,32.80419922,44.17260742,10.55230713,12.02319336,22.25189209,32.14941406
48,1,video0048_frame0001_R128x128.png,7114,7114,45.97271729,45.97271729,11.78570557,11.78570557,34.18701172,34.18701172
48,2,video0048_frame0002_R128x128.png,9155,9155,60.50189209,60.50189209,9.416931152,9.416931152,51.08496094,51.08496094
48,3,video0048_frame0003_R128x128.png,6102,6102,42.93109131,42.93109131,10.84716797,10.84716797,32.08392334,32.08392334
48,4,video0048_frame0004_R128x128.png,10204,10204,65.07574463,65.07574463,6.91217041,6.91217041,58.16357422,58.16357422
48,5,video0048_frame0005_R128x128.png,6566,6566,44.38134766,44.38134766,13.14862061,13.14862061,31.23272705,31.23272705
48,6,video0048_frame0006_R128x128.png,8252,8252,55.38574219,55.38574219,9.94543457,9.94543457,45.44030762,45.44030762
48,7,video0048_frame0007_R128x128.png,4879,4838,26.94592285,32.85162354,15.49890137,15.19177246,11.44702148,17.65985107
48,8,video0048_frame0008_R128x128.png,7288,8052,50.22253418,59.38555908,10.1539917,11.1373291,40.06854248,48.24822998
48,9,video0048_frame0009_R128x128.png,6799,7563,40.87243652,47.09472656,9.567504883,11.36181641,31.30493164,35.73291016
48,10,video0048_frame0010_R128x128.png,9474,10110,59.88323975,67.16497803,7.169006348,7.674804688,52.7142334,59.49017334
48,11,video0048_frame0011_R128x128.png,8020,7510,46.8548584,52.43078613,9.988098145,11.00372314,36.86676025,41.42706299
48,12,video0048_frame0012_R128x128.png,5786,5648,36.67407227,41.39379883,14.26177979,12.28570557,22.41229248,29.10809326
49,1,video0049_frame0001_R128x128.png,7956,7956,47.62780762,47.62780762,10.66461182,10.66461182,36.9631958,36.9631958
49,2,video0049_frame0002_R128x128.png,10757,10757,68.52282715,68.52282715,6.848937988,6.848937988,61.67388916,61.67388916
49,3,video0049_frame0003_R128x128.png,7978,7978,51.20074463,51.20074463,11.390625,11.390625,39.81011963,39.81011963
49,4,video0049_frame0004_R128x128.png,5985,5985,41.78857422,41.78857422,11.22241211,11.22241211,30.56616211,30.56616211
49,5,video0049_frame0005_R128x128.png,8333,8333,52.61297607,52.61297607,9.899902344,9.899902344,42.71307373,42.71307373
49,6,video0049_frame0006_R128x128.png,11330,11330,75.11682129,75.11682129,6.053894043,6.053894043,69.06292725,69.06292725
49,7,video0049_frame0007_R128x128.png,8127,8173,48.47906494,55.26330566,9.536193848,11.10345459,38.94287109,44.15985107
49,8,video0049_frame0008_R128x128.png,6885,6268,41.39196777,43.14996338,11.8213501,13.61798096,29.57061768,29.53198242
49,9,video0049_frame0009_R128x128.png,7594,8893,49.8838501,61.22497559,8.009216309,9.912719727,41.87463379,51.31225586
49,10,video0049_frame0010_R128x128.png,8718,9028,54.26928711,59.41394043,6.33984375,9.081481934,47.92944336,50.3324585
49,11,video0049_frame0011_R128x128.png,11531,11901,66.95916748,77.72363281,4.304992676,5.170288086,62.6541748,72.55334473
49,12,video0049_frame0012_R128x128.png,11563,12532,67.95690918,78.46386719,4.826477051,4.420349121,63.13043213,74.04351807
50,1,video0050_frame0001_R128x128.png,8998,8998,47.37542725,47.37542725,7.941772461,7.941772461,39.43365479,39.43365479
50,2,video0050_frame0002_R128x128.png,7054,7054,45.83605957,45.83605957,12.69293213,12.69293213,33.14312744,33.14312744
50,3,video0050_frame0003_R128x128.png,7949,7949,60.28631592,60.28631592,10.86529541,10.86529541,49.42102051,49.42102051
50,4,video0050_frame0004_R128x128.png,9750,9750,70.55932617,70.55932617,9.405212402,9.405212402,61.15411377,61.15411377
50,5,video0050_frame0005_R128x128.png,9350,9350,60.99499512,60.99499512,8.484191895,8.484191895,52.51080322,52.51080322
50,6,video0050_frame0006_R128x128.png,12389,12389,80.82897949,80.82897949,4.661010742,4.661010742,76.16796875,76.16796875
50,7,video0050_frame0007_R128x128.png,10955,12899,63.23480225,82.50695801,5.091796875,3.151916504,58.14300537,79.3550415
50,8,video0050_frame0008_R128x128.png,9469,9463,57.62207031,56.67376709,8.7734375,8.667358398,48.84863281,48.00640869
50,9,video0050_frame0009_R128x128.png,7628,7603,47.78533936,50.32855225,9.230285645,12.11450195,38.55505371,38.21405029
50,10,video0050_frame0010_R128x128.png,8323,8746,54.28259277,65.4520874,7.18170166,9.811828613,47.10089111,55.64025879
50,11,video0050_frame0011_R128x128.png,9462,10147,65.95452881,75.35418701,6.630981445,8.941589355,59.32354736,66.41259766
50,12,video0050_frame0012_R128x128.png,12446,12763,64.24139404,83.63873291,3.490844727,3.90637207,60.75054932,79.73236084
51,1,video0051_frame0001_R128x128.png,13259,13259,90.05474854,90.05474854,2.674438477,2.674438477,87.38031006,87.38031006
51,2,video0051_frame0002_R128x128.png,8715,8715,58.02355957,58.02355957,10.67126465,10.67126465,47.35229492,47.35229492
51,3,video0051_frame0003_R128x128.png,9682,9682,73.27471924,73.27471924,8.582397461,8.582397461,64.69232178,64.69232178
51,4,video0051_frame0004_R128x128.png,10668,10668,76.93499756,76.93499756,8.095092773,8.095092773,68.83990479,68.83990479
51,5,video0051_frame0005_R128x128.png,13382,13382,89.0647583,89.0647583,2.864379883,2.864379883,86.20037842,86.20037842
51,6,video0051_frame0006_R128x128.png,9933,9933,67.48571777,67.48571777,8.934448242,8.934448242,58.55126953,58.55126953
51,7,video0051_frame0007_R128x128.png,9454,10607,59.93060303,83.42321777,6.377929688,7.394348145,53.55267334,76.02886963
51,8,video0051_frame0008_R128x128.png,9481,11145,66.28924561,78.78009033,6.688720703,6.933105469,59.6005249,71.84698486
51,9,video0051_frame0009_R128x128.png,9593,11253,55.84820557,76.09729004,5.18951416,4.830200195,50.65869141,71.26708984
51,10,video0051_frame0010_R128x128.png,13533,13781,84.07293701,93.41015625,2.326965332,2.753479004,81.74597168,90.65667725
51,11,video0051_frame0011_R128x128.png,13196,13742,80.21166992,90.32897949,1.940124512,2.852416992,78.27154541,87.4765625
51,12,video0051_frame0012_R128x128.png,13051,12643,74.85003662,85.7791748,2.245910645,3.786987305,72.60412598,81.9921875
