name,area,max exg,mean exg,min exg,max exr,mean exr,min exr,max exgr,mean exgr,min exgr,Gen,Frame
video0017_frame0003_R128x128.png,956,162,3.08612060546875,-80,87,16.65625,0,162,-13.5701293945313,-148,17,3
video0017_frame0004_R128x128.png,824,165,2.0499267578125,-93,78,23.0000610351563,0,165,-20.9501342773437,-155,17,4
video0017_frame0005_R128x128.png,1022,155,3.72760009765625,-99,82,15.625244140625,0,155,-11.8976440429688,-166,17,5
video0017_frame0006_R128x128.png,805,147,3.21417236328125,-75,91,14.8834228515625,0,147,-11.6692504882813,-166,17,6
video0017_frame0007_R128x128.png,1349,163,4.3717041015625,-70,94,18.1871337890625,0,163,-13.8154296875,-140,17,7
video0017_frame0008_R128x128.png,771,149,-2.01226806640625,-83,84,17.541259765625,0,149,-19.5535278320313,-150,17,8
video0017_frame0009_R128x128.png,876,157,-0.11383056640625,-73,84,18.9459838867187,0,157,-19.059814453125,-140,17,9
video0017_frame0010_R128x128.png,1173,150,1.893310546875,-67,94,16.5238647460938,0,150,-14.6305541992188,-139,17,10
video0017_frame0011_R128x128.png,1069,149,-0.10101318359375,-93,86,17.318359375,0,149,-17.4193725585938,-167,17,11
video0017_frame0012_R128x128.png,908,147,-1.47918701171875,-82,87,19.9755249023438,0,147,-21.4547119140625,-163,17,12
video0018_frame0001_R128x128.png,678,146,2.09124755859375,-78,83,14.9805908203125,0,146,-12.8893432617188,-142,18,1
video0018_frame0002_R128x128.png,351,136,-1.18609619140625,-63,84,15.1636352539062,0,136,-16.3497314453125,-141,18,2
video0018_frame0003_R128x128.png,858,149,-0.8758544921875,-90,82,16.1936645507813,0,149,-17.0695190429688,-148,18,3
video0018_frame0004_R128x128.png,531,149,-0.66424560546875,-74,84,14.5108032226563,0,149,-15.175048828125,-140,18,4
video0018_frame0005_R128x128.png,641,160,1.89654541015625,-65,88,15.4375,0,160,-13.5409545898438,-142,18,5
video0018_frame0006_R128x128.png,458,152,-0.0069580078125,-73,92,14.6012573242188,0,152,-14.6082153320312,-156,18,6
video0018_frame0007_R128x128.png,697,154,-1.17486572265625,-75,96,18.3787231445313,0,154,-19.5535888671875,-139,18,7
video0018_frame0008_R128x128.png,821,140,-0.99554443359375,-75,80,16.173828125,0,140,-17.1693725585938,-120,18,8
video0018_frame0009_R128x128.png,613,156,-0.87322998046875,-59,77,16.9304809570313,0,156,-17.8037109375,-128,18,9
video0018_frame0010_R128x128.png,902,149,0.85498046875,-68,84,16.3994750976563,0,149,-15.5444946289062,-131,18,10
video0018_frame0011_R128x128.png,663,149,-2.59014892578125,-97,82,18.8960571289062,0,149,-21.4862060546875,-173,18,11
video0018_frame0012_R128x128.png,507,148,-3.5306396484375,-79,92,22.751953125,0,148,-26.2825927734375,-150,18,12
video0019_frame0001_R128x128.png,601,158,1.25335693359375,-88,80,20.5147094726563,0,158,-19.2613525390625,-151,19,1
video0019_frame0002_R128x128.png,412,157,-1.51702880859375,-88,76,15.4338989257813,0,157,-16.950927734375,-156,19,2
video0019_frame0003_R128x128.png,551,174,-5.13677978515625,-100,84,20.5240478515625,0,174,-25.6608276367187,-164,19,3
video0019_frame0004_R128x128.png,579,137,-1.03143310546875,-84,87,19.4889526367188,0,137,-20.5203857421875,-138,19,4
video0019_frame0005_R128x128.png,956,162,3.08612060546875,-80,87,16.65625,0,162,-13.5701293945313,-148,19,5
video0019_frame0006_R128x128.png,543,146,-1.69207763671875,-92,83,17.1159057617188,0,146,-18.8079833984375,-157,19,6
video0019_frame0007_R128x128.png,557,151,0.1531982421875,-59,94,18.0693359375,0,151,-17.9161376953125,-131,19,7
video0019_frame0008_R128x128.png,947,134,-0.23260498046875,-75,95,19.046142578125,0,134,-19.2787475585937,-157,19,8
video0019_frame0009_R128x128.png,846,130,-1.4393310546875,-76,82,18.6129150390625,0,130,-20.05224609375,-149,19,9
